Record Number		Date         		Time     		Latitude		Longitude		Speed(km/hour)	Altitude(meter)		
	378		2014-03-29		09:15:50		3638.2624		-11624.4994		2.20		802.0
	379		2014-03-29		09:15:51		3638.2627		-11624.4994		1.30		802.0
	380		2014-03-29		09:15:52		3638.2629		-11624.4993		0.40		802.0
	381		2014-03-29		09:15:53		3638.2631		-11624.4992		0.20		802.0
	382		2014-03-29		09:15:54		3638.2633		-11624.4992		0.50		802.0
	383		2014-03-29		09:15:55		3638.2634		-11624.4992		0.20		801.0
	384		2014-03-29		09:15:56		3638.2635		-11624.4992		0.40		802.0
	385		2014-03-29		09:15:57		3638.2636		-11624.4993		0.10		801.0
	386		2014-03-29		09:15:58		3638.2638		-11624.4993		0.90		801.0
	387		2014-03-29		09:15:59		3638.2641		-11624.4995		2.20		801.0
	388		2014-03-29		09:16:00		3638.2642		-11624.4997		2.29		800.0
	389		2014-03-29		09:16:01		3638.2643		-11624.4998		1.60		799.0
	390		2014-03-29		09:16:02		3638.2642		-11624.5001		1.00		799.0
	391		2014-03-29		09:16:03		3638.2640		-11624.5002		0.30		798.0
	392		2014-03-29		09:16:04		3638.2640		-11624.5001		0.50		797.0
	393		2014-03-29		09:16:05		3638.2638		-11624.5002		0.50		797.0
	394		2014-03-29		09:16:06		3638.2636		-11624.5002		1.10		797.0
	395		2014-03-29		09:16:07		3638.2630		-11624.5003		2.70		797.0
	396		2014-03-29		09:16:08		3638.2627		-11624.5007		2.70		798.0
	397		2014-03-29		09:16:09		3638.2627		-11624.5008		1.00		798.0
	398		2014-03-29		09:16:10		3638.2627		-11624.5008		1.10		799.0
	399		2014-03-29		09:16:11		3638.2628		-11624.5008		0.20		799.0
	400		2014-03-29		09:16:12		3638.2627		-11624.5008		0.10		799.0
	401		2014-03-29		09:16:13		3638.2626		-11624.5008		0.30		799.0
	402		2014-03-29		09:16:14		3638.2626		-11624.5008		0.20		799.0
	403		2014-03-29		09:16:15		3638.2626		-11624.5008		0.30		799.0
	404		2014-03-29		09:16:16		3638.2625		-11624.5007		0.30		799.0
	405		2014-03-29		09:16:17		3638.2623		-11624.5007		0.50		799.0
	406		2014-03-29		09:16:18		3638.2622		-11624.5006		0.20		799.0
	407		2014-03-29		09:16:19		3638.2622		-11624.5006		0.20		799.0
	408		2014-03-29		09:16:20		3638.2622		-11624.5007		0.60		799.0
	409		2014-03-29		09:16:21		3638.2622		-11624.5006		0.50		799.0
	410		2014-03-29		09:16:22		3638.2622		-11624.5007		0.60		800.0
	411		2014-03-29		09:16:23		3638.2622		-11624.5007		0.10		800.0
	412		2014-03-29		09:16:24		3638.2622		-11624.5006		0.40		801.0
	413		2014-03-29		09:16:25		3638.2622		-11624.5006		0.60		801.0
	414		2014-03-29		09:16:26		3638.2623		-11624.5004		0.60		801.0
	415		2014-03-29		09:16:27		3638.2623		-11624.5005		0.70		801.0
	416		2014-03-29		09:16:28		3638.2622		-11624.5007		0.10		801.0
	417		2014-03-29		09:16:29		3638.2621		-11624.5007		0.10		801.0
	418		2014-03-29		09:16:30		3638.2620		-11624.5008		0.20		801.0
	419		2014-03-29		09:16:31		3638.2620		-11624.5011		0.90		799.0
	420		2014-03-29		09:16:32		3638.2619		-11624.5010		0.80		799.0
	421		2014-03-29		09:16:33		3638.2622		-11624.5010		1.30		799.0
	422		2014-03-29		09:16:34		3638.2622		-11624.5008		1.40		798.0
	423		2014-03-29		09:16:35		3638.2622		-11624.5008		0.80		799.0
	424		2014-03-29		09:16:36		3638.2624		-11624.5006		0.70		799.0
	425		2014-03-29		09:16:37		3638.2625		-11624.5006		0.60		799.0
	426		2014-03-29		09:16:38		3638.2625		-11624.5006		0.70		800.0
	427		2014-03-29		09:16:39		3638.2625		-11624.5005		0.10		801.0
	428		2014-03-29		09:16:40		3638.2625		-11624.5006		0.10		801.0
	429		2014-03-29		09:16:41		3638.2626		-11624.5006		0.30		802.0
	430		2014-03-29		09:16:42		3638.2627		-11624.5007		0.50		802.0
	431		2014-03-29		09:16:43		3638.2627		-11624.5008		0.10		802.0
	432		2014-03-29		09:16:44		3638.2628		-11624.5008		0.40		802.0
	433		2014-03-29		09:16:47		3638.2624		-11624.5008		0.30		802.0
	434		2014-03-29		09:16:48		3638.2627		-11624.5010		0.60		801.0
	435		2014-03-29		09:16:49		3638.2630		-11624.5011		1.30		801.0
	436		2014-03-29		09:16:50		3638.2628		-11624.5011		0.40		800.0
	437		2014-03-29		09:16:51		3638.2630		-11624.5005		1.90		801.0
	438		2014-03-29		09:16:52		3638.2632		-11624.5004		0.40		801.0
	439		2014-03-29		09:16:53		3638.2631		-11624.5008		1.40		800.0
	440		2014-03-29		09:16:54		3638.2630		-11624.5008		1.30		800.0
	441		2014-03-29		09:16:55		3638.2630		-11624.5008		1.50		799.0
	442		2014-03-29		09:16:56		3638.2631		-11624.5002		1.30		797.0
	443		2014-03-29		09:16:57		3638.2631		-11624.4999		0.90		797.0
	444		2014-03-29		09:16:58		3638.2627		-11624.4998		0.80		799.0
	445		2014-03-29		09:16:59		3638.2627		-11624.4997		0.40		799.0
	446		2014-03-29		09:17:00		3638.2626		-11624.4995		1.40		798.0
	447		2014-03-29		09:17:01		3638.2625		-11624.4995		0.80		799.0
	448		2014-03-29		09:17:02		3638.2624		-11624.4995		0.20		800.0
	449		2014-03-29		09:17:03		3638.2623		-11624.4998		0.80		800.0
	450		2014-03-29		09:17:04		3638.2622		-11624.5000		2.10		801.0
	451		2014-03-29		09:17:05		3638.2621		-11624.4998		0.10		800.0
	452		2014-03-29		09:17:06		3638.2622		-11624.4995		0.90		801.0
	453		2014-03-29		09:17:07		3638.2622		-11624.4995		0.20		801.0
	454		2014-03-29		09:17:08		3638.2623		-11624.4995		0.70		801.0
	455		2014-03-29		09:17:09		3638.2621		-11624.4997		0.70		802.0
	456		2014-03-29		09:17:10		3638.2619		-11624.4999		0.30		803.0
	457		2014-03-29		09:17:11		3638.2618		-11624.5000		0.30		803.0
	458		2014-03-29		09:17:12		3638.2617		-11624.5001		0.10		804.0
	459		2014-03-29		09:17:13		3638.2616		-11624.5002		0.50		804.0
	460		2014-03-29		09:17:14		3638.2614		-11624.5004		0.30		805.0
	461		2014-03-29		09:17:15		3638.2613		-11624.5004		0.60		804.0
	462		2014-03-29		09:17:16		3638.2613		-11624.5003		0.30		805.0
	463		2014-03-29		09:17:17		3638.2614		-11624.5003		0.20		805.0
	464		2014-03-29		09:17:18		3638.2614		-11624.5003		0.10		805.0
	465		2014-03-29		09:17:19		3638.2615		-11624.5002		0.00		805.0
	466		2014-03-29		09:17:20		3638.2615		-11624.5002		0.10		805.0
	467		2014-03-29		09:17:21		3638.2615		-11624.5002		0.10		805.0
	468		2014-03-29		09:17:22		3638.2615		-11624.5002		0.10		805.0
	469		2014-03-29		09:17:23		3638.2616		-11624.5001		0.10		805.0
	470		2014-03-29		09:17:24		3638.2616		-11624.5001		0.20		805.0
	471		2014-03-29		09:17:25		3638.2616		-11624.5000		0.10		805.0
	472		2014-03-29		09:17:26		3638.2616		-11624.5000		0.10		805.0
	473		2014-03-29		09:17:27		3638.2616		-11624.5000		0.10		805.0
	474		2014-03-29		09:17:28		3638.2616		-11624.5000		0.10		805.0
	475		2014-03-29		09:17:29		3638.2617		-11624.5000		0.00		805.0
	476		2014-03-29		09:17:30		3638.2617		-11624.4999		0.10		805.0
	477		2014-03-29		09:17:31		3638.2617		-11624.4999		0.10		806.0
	478		2014-03-29		09:17:32		3638.2617		-11624.4999		0.10		806.0
	479		2014-03-29		09:17:33		3638.2617		-11624.5000		1.20		806.0
	480		2014-03-29		09:17:34		3638.2619		-11624.5003		2.10		806.0
	481		2014-03-29		09:17:35		3638.2621		-11624.5007		3.10		806.0
	482		2014-03-29		09:17:36		3638.2623		-11624.5012		3.00		806.0
	483		2014-03-29		09:17:37		3638.2627		-11624.5016		3.80		806.0
	484		2014-03-29		09:17:38		3638.2633		-11624.5020		4.59		806.0
	485		2014-03-29		09:17:39		3638.2640		-11624.5022		4.40		806.0
	486		2014-03-29		09:17:40		3638.2646		-11624.5025		3.70		806.0
	487		2014-03-29		09:17:41		3638.2651		-11624.5028		3.50		806.0
	488		2014-03-29		09:17:42		3638.2655		-11624.5031		2.50		806.0
	489		2014-03-29		09:17:43		3638.2658		-11624.5034		2.50		806.0
	490		2014-03-29		09:17:44		3638.2660		-11624.5037		2.10		806.0
	491		2014-03-29		09:17:45		3638.2660		-11624.5041		2.40		807.0
	492		2014-03-29		09:17:46		3638.2658		-11624.5046		3.00		807.0
	493		2014-03-29		09:17:47		3638.2656		-11624.5051		2.50		807.0
	494		2014-03-29		09:17:48		3638.2654		-11624.5055		2.50		807.0
	495		2014-03-29		09:17:49		3638.2653		-11624.5059		2.60		807.0
	496		2014-03-29		09:17:50		3638.2652		-11624.5062		2.10		806.0
	497		2014-03-29		09:17:51		3638.2652		-11624.5066		1.30		806.0
	498		2014-03-29		09:17:52		3638.2651		-11624.5070		2.70		806.0
	499		2014-03-29		09:17:53		3638.2650		-11624.5076		3.40		806.0
	500		2014-03-29		09:17:54		3638.2648		-11624.5082		3.50		806.0
	501		2014-03-29		09:17:55		3638.2646		-11624.5087		3.20		806.0
	502		2014-03-29		09:17:56		3638.2644		-11624.5093		3.10		806.0
	503		2014-03-29		09:17:57		3638.2643		-11624.5098		2.50		806.0
	504		2014-03-29		09:17:58		3638.2644		-11624.5103		3.20		806.0
	505		2014-03-29		09:17:59		3638.2645		-11624.5110		2.29		805.0
	506		2014-03-29		09:18:00		3638.2647		-11624.5114		1.40		805.0
	507		2014-03-29		09:18:01		3638.2648		-11624.5115		0.10		805.0
	508		2014-03-29		09:18:02		3638.2648		-11624.5116		0.20		805.0
	509		2014-03-29		09:18:03		3638.2648		-11624.5116		0.10		805.0
	510		2014-03-29		09:18:04		3638.2647		-11624.5118		0.10		805.0
	511		2014-03-29		09:18:05		3638.2647		-11624.5118		0.10		806.0
	512		2014-03-29		09:18:06		3638.2647		-11624.5119		0.20		806.0
	513		2014-03-29		09:18:07		3638.2646		-11624.5119		0.10		806.0
	514		2014-03-29		09:18:08		3638.2646		-11624.5119		0.10		806.0
	515		2014-03-29		09:18:09		3638.2646		-11624.5120		0.30		806.0
	516		2014-03-29		09:18:10		3638.2645		-11624.5120		0.70		806.0
	517		2014-03-29		09:18:11		3638.2643		-11624.5121		1.70		806.0
	518		2014-03-29		09:18:12		3638.2640		-11624.5123		2.10		806.0
	519		2014-03-29		09:18:13		3638.2638		-11624.5125		1.80		806.0
	520		2014-03-29		09:18:14		3638.2636		-11624.5127		0.80		806.0
	521		2014-03-29		09:18:15		3638.2637		-11624.5128		0.70		807.0
	522		2014-03-29		09:18:16		3638.2637		-11624.5128		0.40		807.0
	523		2014-03-29		09:18:17		3638.2637		-11624.5128		0.10		807.0
	524		2014-03-29		09:18:18		3638.2636		-11624.5128		0.10		807.0
	525		2014-03-29		09:18:19		3638.2636		-11624.5129		0.20		807.0
	526		2014-03-29		09:18:20		3638.2636		-11624.5129		0.20		807.0
	527		2014-03-29		09:18:21		3638.2636		-11624.5128		0.30		807.0
	528		2014-03-29		09:18:22		3638.2636		-11624.5128		0.10		807.0
	529		2014-03-29		09:18:23		3638.2636		-11624.5128		0.10		807.0
	530		2014-03-29		09:18:24		3638.2636		-11624.5128		0.20		807.0
	531		2014-03-29		09:18:25		3638.2636		-11624.5127		0.40		807.0
	532		2014-03-29		09:18:26		3638.2636		-11624.5127		0.10		807.0
	533		2014-03-29		09:18:27		3638.2636		-11624.5128		0.40		808.0
	534		2014-03-29		09:18:28		3638.2635		-11624.5128		0.40		808.0
	535		2014-03-29		09:18:29		3638.2635		-11624.5128		0.10		808.0
	536		2014-03-29		09:18:30		3638.2635		-11624.5128		0.10		808.0
	537		2014-03-29		09:18:31		3638.2635		-11624.5128		0.30		808.0
	538		2014-03-29		09:18:32		3638.2635		-11624.5129		0.30		809.0
	539		2014-03-29		09:18:33		3638.2635		-11624.5128		0.10		809.0
	540		2014-03-29		09:18:34		3638.2635		-11624.5128		0.10		809.0
	541		2014-03-29		09:18:35		3638.2634		-11624.5128		0.30		809.0
	542		2014-03-29		09:18:36		3638.2634		-11624.5128		0.20		809.0
	543		2014-03-29		09:18:37		3638.2634		-11624.5128		0.10		809.0
	544		2014-03-29		09:18:38		3638.2634		-11624.5128		0.10		809.0
	545		2014-03-29		09:18:39		3638.2634		-11624.5128		0.10		809.0
	546		2014-03-29		09:18:40		3638.2634		-11624.5128		0.10		809.0
	547		2014-03-29		09:18:41		3638.2635		-11624.5126		1.20		809.0
	548		2014-03-29		09:18:42		3638.2636		-11624.5123		2.29		809.0
	549		2014-03-29		09:18:43		3638.2638		-11624.5120		1.80		809.0
	550		2014-03-29		09:18:44		3638.2641		-11624.5118		2.10		809.0
	551		2014-03-29		09:18:45		3638.2645		-11624.5118		2.90		809.0
	552		2014-03-29		09:18:46		3638.2650		-11624.5116		3.30		809.0
	553		2014-03-29		09:18:47		3638.2655		-11624.5112		4.00		809.0
	554		2014-03-29		09:18:48		3638.2660		-11624.5109		3.60		809.0
	555		2014-03-29		09:18:49		3638.2665		-11624.5107		2.80		809.0
	556		2014-03-29		09:18:50		3638.2669		-11624.5107		2.50		808.0
	557		2014-03-29		09:18:51		3638.2673		-11624.5108		2.60		808.0
	558		2014-03-29		09:18:52		3638.2676		-11624.5108		1.70		808.0
	559		2014-03-29		09:18:53		3638.2680		-11624.5107		3.40		808.0
	560		2014-03-29		09:18:54		3638.2685		-11624.5103		4.00		808.0
	561		2014-03-29		09:18:55		3638.2690		-11624.5098		4.40		808.0
	562		2014-03-29		09:18:56		3638.2695		-11624.5094		4.30		808.0
	563		2014-03-29		09:18:57		3638.2701		-11624.5092		4.30		808.0
	564		2014-03-29		09:18:58		3638.2708		-11624.5091		4.30		808.0
	565		2014-03-29		09:18:59		3638.2714		-11624.5091		3.80		808.0
	566		2014-03-29		09:19:00		3638.2720		-11624.5092		4.20		808.0
	567		2014-03-29		09:19:01		3638.2726		-11624.5092		4.20		808.0
	568		2014-03-29		09:19:02		3638.2733		-11624.5090		4.40		808.0
	569		2014-03-29		09:19:03		3638.2740		-11624.5088		4.30		808.0
	570		2014-03-29		09:19:04		3638.2746		-11624.5085		4.20		808.0
	571		2014-03-29		09:19:05		3638.2752		-11624.5084		4.09		808.0
	572		2014-03-29		09:19:06		3638.2758		-11624.5082		4.00		808.0
	573		2014-03-29		09:19:07		3638.2764		-11624.5080		4.00		807.0
	574		2014-03-29		09:19:08		3638.2770		-11624.5078		4.20		807.0
	575		2014-03-29		09:19:09		3638.2776		-11624.5076		4.30		807.0
	576		2014-03-29		09:19:10		3638.2782		-11624.5073		4.00		807.0
	577		2014-03-29		09:19:11		3638.2788		-11624.5070		4.20		807.0
	578		2014-03-29		09:19:12		3638.2794		-11624.5067		4.30		807.0
	579		2014-03-29		09:19:13		3638.2800		-11624.5066		4.30		807.0
	580		2014-03-29		09:19:14		3638.2807		-11624.5064		4.40		806.0
	581		2014-03-29		09:19:15		3638.2813		-11624.5062		3.80		806.0
	582		2014-03-29		09:19:16		3638.2818		-11624.5062		3.70		807.0
	583		2014-03-29		09:19:17		3638.2823		-11624.5061		3.70		807.0
	584		2014-03-29		09:19:18		3638.2829		-11624.5060		3.90		806.0
	585		2014-03-29		09:19:19		3638.2834		-11624.5058		3.50		807.0
	586		2014-03-29		09:19:20		3638.2838		-11624.5056		2.80		807.0
	587		2014-03-29		09:19:21		3638.2842		-11624.5054		3.40		807.0
	588		2014-03-29		09:19:22		3638.2847		-11624.5053		3.60		807.0
	589		2014-03-29		09:19:23		3638.2852		-11624.5051		4.00		807.0
	590		2014-03-29		09:19:24		3638.2858		-11624.5049		3.90		808.0
	591		2014-03-29		09:19:25		3638.2864		-11624.5048		4.00		808.0
	592		2014-03-29		09:19:26		3638.2870		-11624.5043		4.40		808.0
	593		2014-03-29		09:19:27		3638.2877		-11624.5040		4.59		807.0
	594		2014-03-29		09:19:28		3638.2882		-11624.5035		4.50		807.0
	595		2014-03-29		09:19:29		3638.2888		-11624.5029		4.30		807.0
	596		2014-03-29		09:19:30		3638.2892		-11624.5026		3.50		807.0
	597		2014-03-29		09:19:31		3638.2897		-11624.5024		3.60		807.0
	598		2014-03-29		09:19:32		3638.2902		-11624.5021		3.90		807.0
	599		2014-03-29		09:19:33		3638.2906		-11624.5017		3.40		808.0
	600		2014-03-29		09:19:34		3638.2911		-11624.5013		3.70		807.0
	601		2014-03-29		09:19:35		3638.2916		-11624.5011		4.00		808.0
	602		2014-03-29		09:19:36		3638.2922		-11624.5008		4.09		808.0
	603		2014-03-29		09:19:37		3638.2927		-11624.5003		4.30		807.0
	604		2014-03-29		09:19:38		3638.2933		-11624.4999		4.09		807.0
	605		2014-03-29		09:19:39		3638.2938		-11624.4994		4.50		807.0
	606		2014-03-29		09:19:40		3638.2943		-11624.4989		4.40		808.0
	607		2014-03-29		09:19:41		3638.2948		-11624.4984		4.50		808.0
	608		2014-03-29		09:19:42		3638.2953		-11624.4979		5.00		807.0
	609		2014-03-29		09:19:43		3638.2959		-11624.4973		4.80		807.0
	610		2014-03-29		09:19:44		3638.2964		-11624.4968		4.59		808.0
	611		2014-03-29		09:19:46		3638.2975		-11624.4958		4.40		808.0
	612		2014-03-29		09:19:47		3638.2980		-11624.4954		4.30		808.0
	613		2014-03-29		09:19:48		3638.2985		-11624.4948		4.40		809.0
	614		2014-03-29		09:19:49		3638.2989		-11624.4943		4.30		809.0
	615		2014-03-29		09:19:50		3638.2994		-11624.4937		4.40		809.0
	616		2014-03-29		09:19:51		3638.2998		-11624.4933		3.50		809.0
	617		2014-03-29		09:19:52		3638.3002		-11624.4929		3.30		809.0
	618		2014-03-29		09:19:53		3638.3007		-11624.4925		4.30		809.0
	619		2014-03-29		09:19:54		3638.3011		-11624.4920		4.09		809.0
	620		2014-03-29		09:19:55		3638.3016		-11624.4916		4.09		809.0
	621		2014-03-29		09:19:56		3638.3021		-11624.4911		4.40		809.0
	622		2014-03-29		09:19:57		3638.3027		-11624.4907		4.30		809.0
	623		2014-03-29		09:19:58		3638.3033		-11624.4904		4.20		809.0
	624		2014-03-29		09:19:59		3638.3040		-11624.4902		4.40		809.0
	625		2014-03-29		09:20:00		3638.3046		-11624.4900		4.00		809.0
	626		2014-03-29		09:20:01		3638.3052		-11624.4899		4.20		809.0
	627		2014-03-29		09:20:02		3638.3058		-11624.4898		4.00		809.0
	628		2014-03-29		09:20:03		3638.3065		-11624.4897		4.30		809.0
	629		2014-03-29		09:20:04		3638.3072		-11624.4898		4.20		809.0
	630		2014-03-29		09:20:05		3638.3078		-11624.4899		4.30		808.0
	631		2014-03-29		09:20:06		3638.3086		-11624.4900		4.59		808.0
	632		2014-03-29		09:20:07		3638.3093		-11624.4902		4.59		808.0
	633		2014-03-29		09:20:08		3638.3099		-11624.4905		4.59		808.0
	634		2014-03-29		09:20:09		3638.3106		-11624.4908		4.09		808.0
	635		2014-03-29		09:20:10		3638.3112		-11624.4910		4.40		808.0
	636		2014-03-29		09:20:11		3638.3119		-11624.4913		4.59		807.0
	637		2014-03-29		09:20:12		3638.3125		-11624.4915		4.30		807.0
	638		2014-03-29		09:20:13		3638.3132		-11624.4918		4.59		807.0
	639		2014-03-29		09:20:14		3638.3138		-11624.4919		4.09		807.0
	640		2014-03-29		09:20:15		3638.3144		-11624.4921		3.90		807.0
	641		2014-03-29		09:20:16		3638.3150		-11624.4922		3.90		806.0
	642		2014-03-29		09:20:17		3638.3156		-11624.4925		4.30		806.0
	643		2014-03-29		09:20:18		3638.3162		-11624.4928		4.30		806.0
	644		2014-03-29		09:20:19		3638.3168		-11624.4931		4.09		806.0
	645		2014-03-29		09:20:20		3638.3174		-11624.4934		4.20		806.0
	646		2014-03-29		09:20:21		3638.3180		-11624.4936		4.00		806.0
	647		2014-03-29		09:20:22		3638.3185		-11624.4937		3.00		805.0
	648		2014-03-29		09:20:23		3638.3188		-11624.4938		0.90		805.0
	649		2014-03-29		09:20:24		3638.3189		-11624.4939		1.90		805.0
	650		2014-03-29		09:20:25		3638.3193		-11624.4941		3.80		805.0
	651		2014-03-29		09:20:26		3638.3199		-11624.4941		4.20		805.0
	652		2014-03-29		09:20:27		3638.3205		-11624.4941		4.30		805.0
	653		2014-03-29		09:20:28		3638.3212		-11624.4941		4.20		805.0
	654		2014-03-29		09:20:29		3638.3218		-11624.4941		4.50		805.0
	655		2014-03-29		09:20:30		3638.3225		-11624.4940		4.50		805.0
	656		2014-03-29		09:20:31		3638.3232		-11624.4940		4.59		804.0
	657		2014-03-29		09:20:32		3638.3239		-11624.4940		4.40		804.0
	658		2014-03-29		09:20:33		3638.3246		-11624.4940		4.59		804.0
	659		2014-03-29		09:20:34		3638.3253		-11624.4940		4.70		804.0
	660		2014-03-29		09:20:35		3638.3260		-11624.4940		4.50		804.0
	661		2014-03-29		09:20:36		3638.3266		-11624.4940		4.09		804.0
	662		2014-03-29		09:20:37		3638.3272		-11624.4941		4.00		804.0
	663		2014-03-29		09:20:38		3638.3278		-11624.4941		3.50		804.0
	664		2014-03-29		09:20:39		3638.3283		-11624.4941		3.90		804.0
	665		2014-03-29		09:20:40		3638.3289		-11624.4943		4.09		803.0
	666		2014-03-29		09:20:41		3638.3296		-11624.4944		4.50		803.0
	667		2014-03-29		09:20:42		3638.3303		-11624.4944		4.59		803.0
	668		2014-03-29		09:20:43		3638.3310		-11624.4945		4.70		803.0
	669		2014-03-29		09:20:44		3638.3317		-11624.4946		4.80		803.0
	670		2014-03-29		09:20:45		3638.3324		-11624.4946		4.70		803.0
	671		2014-03-29		09:20:46		3638.3331		-11624.4945		4.30		803.0
	672		2014-03-29		09:20:47		3638.3337		-11624.4944		4.30		803.0
	673		2014-03-29		09:20:48		3638.3343		-11624.4943		4.20		803.0
	674		2014-03-29		09:20:49		3638.3349		-11624.4941		4.30		803.0
	675		2014-03-29		09:20:50		3638.3356		-11624.4940		4.40		803.0
	676		2014-03-29		09:20:51		3638.3362		-11624.4939		4.09		803.0
	677		2014-03-29		09:20:52		3638.3368		-11624.4938		4.00		802.0
	678		2014-03-29		09:20:53		3638.3374		-11624.4938		4.00		802.0
	679		2014-03-29		09:20:54		3638.3380		-11624.4938		4.30		802.0
	680		2014-03-29		09:20:55		3638.3386		-11624.4938		4.20		802.0
	681		2014-03-29		09:20:56		3638.3392		-11624.4940		3.80		802.0
	682		2014-03-29		09:20:57		3638.3397		-11624.4941		4.09		802.0
